patente_principal,title,patente_citada,code,country
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102007062102-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023028-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009023027-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263773-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2263772-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",WO-2011070011-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009054523-A1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011105968-U1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104686-U1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104690-U1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-202011104691-U1,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D29/96,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D35/16,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,F01M11/03,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D2201/4046,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D2201/4007,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,F01M2001/1064,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D2201/0415,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",DE-102009015094-B4,B01D2201/305,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2559468-A1,B01D35/153,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2559468-A1,B01D29/21,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2559468-A1,B01D2201/4084,European Patent Office
EP-1229985-B1,"Liquid filter, especially an oil filter",EP-2559468-A1,F01M2001/1064,European Patent Office
